x,y,v0
109,-0.051775000000000015,0.00(pava)
110,-0.051775000000000015,0.00(pava)
111,-0.051775000000000015,0.00(pava)
112,-0.051775000000000015,0.00(pava)
113,-0.051775000000000015,0.00(pava)
114,-0.051775000000000015,0.00(pava)
115,-0.051775000000000015,0.00(pava)
116,-0.051775000000000015,0.00(pava)
117,-0.051775000000000015,0.00(pava)
118,-0.051775000000000015,0.00(pava)
119,-0.051775000000000015,0.00(pava)
120,-0.051775000000000015,0.00(pava)
121,-0.051775000000000015,0.00(pava)
122,-0.051775000000000015,0.00(pava)
123,-0.051775000000000015,0.00(pava)
124,-0.051775000000000015,0.00(pava)
125,-0.051775000000000015,0.00(pava)
126,-0.051775000000000015,0.00(pava)
127,-0.051775000000000015,0.00(pava)
128,-0.009000000000000001,0.00(pava)
129,-0.009000000000000001,0.00(pava)
130,0.056,0.00(pava)
131,0.063,0.00(pava)
132,0.063,0.00(pava)
133,0.063,0.00(pava)
134,0.063,0.00(pava)
135,0.063,0.00(pava)
136,0.063,0.00(pava)
137,0.063,0.00(pava)
138,0.171,0.00(pava)
139,0.171,0.00(pava)
140,0.171,0.00(pava)
141,0.20024999999999998,0.00(pava)
142,0.20024999999999998,0.00(pava)
143,0.20024999999999998,0.00(pava)
144,0.20024999999999998,0.00(pava)
145,0.206,0.00(pava)
146,0.2515,0.00(pava)
147,0.2515,0.00(pava)
148,0.38175,0.00(pava)
149,0.38175,0.00(pava)
150,0.38175,0.00(pava)
151,0.38175,0.00(pava)
152,0.44,0.00(pava)
153,0.48457142857142854,0.00(pava)
154,0.48457142857142854,0.00(pava)
155,0.48457142857142854,0.00(pava)
156,0.48457142857142854,0.00(pava)
157,0.48457142857142854,0.00(pava)
158,0.48457142857142854,0.00(pava)
159,0.48457142857142854,0.00(pava)
160,0.48925,0.00(pava)
161,0.48925,0.00(pava)
162,0.48925,0.00(pava)
163,0.48925,0.00(pava)
164,0.499,0.00(pava)
165,0.567,0.00(pava)
166,0.746,0.00(pava)
1,-0.3373767030779611,0.005
2,-0.3373767030779611,0.005
3,-0.3373767030779611,0.005
4,-0.3373767030779611,0.005
5,-0.3373767030779611,0.005
6,-0.3373767030779611,0.005
7,-0.3373767030779611,0.005
8,-0.3373767030779611,0.005
9,-0.3373767030779611,0.005
10,-0.3373767030779611,0.005
11,-0.3373767030779611,0.005
12,-0.3373767030779611,0.005
13,-0.3373767030779611,0.005
14,-0.3373767030779611,0.005
15,-0.3373767030779611,0.005
16,-0.3373767030779611,0.005
17,-0.3373767030779611,0.005
18,-0.3373767030779611,0.005
19,-0.3373767030779611,0.005
20,-0.3373767030779611,0.005
21,-0.3373767030779611,0.005
22,-0.3373767030779611,0.005
23,-0.3373767030779611,0.005
24,-0.3373767030779611,0.005
25,-0.3373767030779611,0.005
26,-0.3373767030779611,0.005
27,-0.3373767030779611,0.005
28,-0.3373767030779611,0.005
29,-0.3373767030779611,0.005
30,-0.3373767030779611,0.005
31,-0.3373767030779611,0.005
32,-0.3373767030779611,0.005
33,-0.3373767030779611,0.005
34,-0.3373767030779611,0.005
35,-0.3373767030779611,0.005
36,-0.3373767030779611,0.005
37,-0.3373767030779611,0.005
38,-0.3373767030779611,0.005
39,-0.3373767030779611,0.005
40,-0.3373767030779611,0.005
41,-0.3373767030779611,0.005
42,-0.3373767030779611,0.005
43,-0.3373767030779611,0.005
44,-0.3373767030779611,0.005
45,-0.3373767030779611,0.005
46,-0.3373767030779611,0.005
47,-0.3373767030779611,0.005
48,-0.3373767030779611,0.005
49,-0.3373767030779611,0.005
50,-0.3373767030779611,0.005
51,-0.3373767030779611,0.005
52,-0.3373767030779611,0.005
53,-0.3373767030779611,0.005
54,-0.3373767030779611,0.005
55,-0.3373767030779611,0.005
56,-0.3373767030779611,0.005
57,-0.3373767030779611,0.005
58,-0.3373767030779611,0.005
59,-0.3373767030779611,0.005
60,-0.3373767030779611,0.005
61,-0.3373767030779611,0.005
62,-0.3373767030779611,0.005
63,-0.3373767030779611,0.005
64,-0.3373767030779611,0.005
65,-0.3373767030779611,0.005
66,-0.3373767030779611,0.005
67,-0.3373767030779611,0.005
68,-0.3373767030779611,0.005
69,-0.3373767030779611,0.005
70,-0.2625004962549812,0.005
71,-0.2625004962549812,0.005
72,-0.2625004962549812,0.005
73,-0.2625004962549812,0.005
74,-0.2625004962549812,0.005
75,-0.2625004962549812,0.005
76,-0.21739958830173794,0.005
77,-0.21739958830173794,0.005
78,-0.21739958830173794,0.005
79,-0.21739958830173794,0.005
80,-0.21739958830173794,0.005
81,-0.15171376728750674,0.005
82,-0.15171376728750674,0.005
83,-0.15171376728750674,0.005
84,-0.15171376728750674,0.005
85,-0.15171376728750674,0.005
86,-0.15171376728750674,0.005
87,-0.15171376728750674,0.005
88,-0.04973807169624697,0.005
89,-0.04973807169624697,0.005
90,-0.04973807169624697,0.005
91,-0.04973807169624697,0.005
92,-0.04973807169624697,0.005
93,-0.04973807169624697,0.005
94,-0.04973807169624697,0.005
95,-0.04973807169624697,0.005
96,-0.04973807169624697,0.005
97,-0.04973807169624697,0.005
98,-0.04973807169624697,0.005
99,-0.04973807169624697,0.005
100,-0.04973807169624697,0.005
101,-0.04973807169624697,0.005
102,-0.04973807169624697,0.005
103,-0.04973807169624697,0.005
104,-0.04973807169624697,0.005
105,-0.04973807169624697,0.005
106,-0.04973807169624697,0.005
107,-0.04973807169624697,0.005
108,-0.04973807169624697,0.005
109,-0.04973807169624697,0.005
110,-0.04973807169624697,0.005
111,-0.04973807169624697,0.005
112,-0.04973807169624697,0.005
113,-0.04973807169624697,0.005
114,-0.04973807169624697,0.005
115,-0.04973807169624697,0.005
116,-0.04973807169624697,0.005
117,-0.04973807169624697,0.005
118,-0.04973807169624697,0.005
119,-0.04973807169624697,0.005
120,-0.04973807169624697,0.005
121,-0.04973807169624697,0.005
122,-0.04973807169624697,0.005
123,-0.04973807169624697,0.005
124,-0.04973807169624697,0.005
125,-0.04973807169624697,0.005
126,-0.04973807169624697,0.005
127,-0.04973807169624697,0.005
128,-0.04973807169624697,0.005
129,-0.04973807169624697,0.005
130,0.062125200133729935,0.005
131,0.062125200133729935,0.005
132,0.062125200133729935,0.005
133,0.062125200133729935,0.005
134,0.062125200133729935,0.005
135,0.062125200133729935,0.005
136,0.062125200133729935,0.005
137,0.062125200133729935,0.005
138,0.1899991703787052,0.005
139,0.1899991703787052,0.005
140,0.1899991703787052,0.005
141,0.1899991703787052,0.005
142,0.1899991703787052,0.005
143,0.1899991703787052,0.005
144,0.1899991703787052,0.005
145,0.1899991703787052,0.005
146,0.2515034370248246,0.005
147,0.2515034370248246,0.005
148,0.3817482001486284,0.005
149,0.3817482001486284,0.005
150,0.3817482001486284,0.005
151,0.3817482001486284,0.005
152,0.4399989083986161,0.005
153,0.48733360284693605,0.005
154,0.48733360284693605,0.005
155,0.48733360284693605,0.005
156,0.48733360284693605,0.005
157,0.48733360284693605,0.005
158,0.48733360284693605,0.005
159,0.48733360284693605,0.005
160,0.48733360284693605,0.005
161,0.48733360284693605,0.005
162,0.48733360284693605,0.005
163,0.48733360284693605,0.005
164,0.48733360284693605,0.005
165,0.5670099295846461,0.005
166,0.7459821027826802,0.005
1,-0.3242622843162619,0.02
2,-0.3242622843162619,0.02
3,-0.3242622843162619,0.02
4,-0.3242622843162619,0.02
5,-0.3242622843162619,0.02
6,-0.3242622843162619,0.02
7,-0.3242622843162619,0.02
8,-0.3242622843162619,0.02
9,-0.3242622843162619,0.02
10,-0.3242622843162619,0.02
11,-0.3242622843162619,0.02
12,-0.3242622843162619,0.02
13,-0.3242622843162619,0.02
14,-0.3242622843162619,0.02
15,-0.3242622843162619,0.02
16,-0.3242622843162619,0.02
17,-0.3242622843162619,0.02
18,-0.3242622843162619,0.02
19,-0.3242622843162619,0.02
20,-0.3242622843162619,0.02
21,-0.3242622843162619,0.02
22,-0.3242622843162619,0.02
23,-0.3242622843162619,0.02
24,-0.3242622843162619,0.02
25,-0.3242622843162619,0.02
26,-0.3242622843162619,0.02
27,-0.3242622843162619,0.02
28,-0.3242622843162619,0.02
29,-0.3242622843162619,0.02
30,-0.3242622843162619,0.02
31,-0.3242622843162619,0.02
32,-0.3242622843162619,0.02
33,-0.3242622843162619,0.02
34,-0.3242622843162619,0.02
35,-0.3242622843162619,0.02
36,-0.3242622843162619,0.02
37,-0.3242622843162619,0.02
38,-0.3242622843162619,0.02
39,-0.3242622843162619,0.02
40,-0.3242622843162619,0.02
41,-0.3242622843162619,0.02
42,-0.3242622843162619,0.02
43,-0.3242622843162619,0.02
44,-0.3242622843162619,0.02
45,-0.3242622843162619,0.02
46,-0.3242622843162619,0.02
47,-0.3242622843162619,0.02
48,-0.3242622843162619,0.02
49,-0.3242622843162619,0.02
50,-0.3242622843162619,0.02
51,-0.3242622843162619,0.02
52,-0.3242622843162619,0.02
53,-0.3242622843162619,0.02
54,-0.3242622843162619,0.02
55,-0.3242622843162619,0.02
56,-0.3242622843162619,0.02
57,-0.3242622843162619,0.02
58,-0.3242622843162619,0.02
59,-0.3242622843162619,0.02
60,-0.3242622843162619,0.02
61,-0.3242622843162619,0.02
62,-0.3242622843162619,0.02
63,-0.3242622843162619,0.02
64,-0.3242622843162619,0.02
65,-0.3242622843162619,0.02
66,-0.3242622843162619,0.02
67,-0.3242622843162619,0.02
68,-0.3242622843162619,0.02
69,-0.3242622843162619,0.02
70,-0.3242622843162619,0.02
71,-0.3242622843162619,0.02
72,-0.3242622843162619,0.02
73,-0.3242622843162619,0.02
74,-0.3242622843162619,0.02
75,-0.3242622843162619,0.02
76,-0.3242622843162619,0.02
77,-0.3242622843162619,0.02
78,-0.3242622843162619,0.02
79,-0.3242622843162619,0.02
80,-0.3242622843162619,0.02
81,-0.15171529385383312,0.02
82,-0.15171529385383312,0.02
83,-0.15171529385383312,0.02
84,-0.15171529385383312,0.02
85,-0.15171529385383312,0.02
86,-0.15171529385383312,0.02
87,-0.15171529385383312,0.02
88,-0.049738071699515635,0.02
89,-0.049738071699515635,0.02
90,-0.049738071699515635,0.02
91,-0.049738071699515635,0.02
92,-0.049738071699515635,0.02
93,-0.049738071699515635,0.02
94,-0.049738071699515635,0.02
95,-0.049738071699515635,0.02
96,-0.049738071699515635,0.02
97,-0.049738071699515635,0.02
98,-0.049738071699515635,0.02
99,-0.049738071699515635,0.02
100,-0.049738071699515635,0.02
101,-0.049738071699515635,0.02
102,-0.049738071699515635,0.02
103,-0.049738071699515635,0.02
104,-0.049738071699515635,0.02
105,-0.049738071699515635,0.02
106,-0.049738071699515635,0.02
107,-0.049738071699515635,0.02
108,-0.049738071699515635,0.02
109,-0.049738071699515635,0.02
110,-0.049738071699515635,0.02
111,-0.049738071699515635,0.02
112,-0.049738071699515635,0.02
113,-0.049738071699515635,0.02
114,-0.049738071699515635,0.02
115,-0.049738071699515635,0.02
116,-0.049738071699515635,0.02
117,-0.049738071699515635,0.02
118,-0.049738071699515635,0.02
119,-0.049738071699515635,0.02
120,-0.049738071699515635,0.02
121,-0.049738071699515635,0.02
122,-0.049738071699515635,0.02
123,-0.049738071699515635,0.02
124,-0.049738071699515635,0.02
125,-0.049738071699515635,0.02
126,-0.049738071699515635,0.02
127,-0.049738071699515635,0.02
128,-0.049738071699515635,0.02
129,-0.049738071699515635,0.02
130,0.06212535389516588,0.02
131,0.06212535389516588,0.02
132,0.06212535389516588,0.02
133,0.06212535389516588,0.02
134,0.06212535389516588,0.02
135,0.06212535389516588,0.02
136,0.06212535389516588,0.02
137,0.06212535389516588,0.02
138,0.20230039272630831,0.02
139,0.20230039272630831,0.02
140,0.20230039272630831,0.02
141,0.20230039272630831,0.02
142,0.20230039272630831,0.02
143,0.20230039272630831,0.02
144,0.20230039272630831,0.02
145,0.20230039272630831,0.02
146,0.20230039272630831,0.02
147,0.20230039272630831,0.02
148,0.38174806241080794,0.02
149,0.38174806241080794,0.02
150,0.38174806241080794,0.02
151,0.38174806241080794,0.02
152,0.4836921644099933,0.02
153,0.4836921644099933,0.02
154,0.4836921644099933,0.02
155,0.4836921644099933,0.02
156,0.4836921644099933,0.02
157,0.4836921644099933,0.02
158,0.4836921644099933,0.02
159,0.4836921644099933,0.02
160,0.4836921644099933,0.02
161,0.4836921644099933,0.02
162,0.4836921644099933,0.02
163,0.4836921644099933,0.02
164,0.4836921644099933,0.02
165,0.5670095655136126,0.02
166,0.7459821027462766,0.02
1,-0.31037901075797547,0.06
2,-0.31037901075797547,0.06
3,-0.31037901075797547,0.06
4,-0.31037901075797547,0.06
5,-0.31037901075797547,0.06
6,-0.31037901075797547,0.06
7,-0.31037901075797547,0.06
8,-0.31037901075797547,0.06
9,-0.31037901075797547,0.06
10,-0.31037901075797547,0.06
11,-0.31037901075797547,0.06
12,-0.31037901075797547,0.06
13,-0.31037901075797547,0.06
14,-0.31037901075797547,0.06
15,-0.31037901075797547,0.06
16,-0.31037901075797547,0.06
17,-0.31037901075797547,0.06
18,-0.31037901075797547,0.06
19,-0.31037901075797547,0.06
20,-0.31037901075797547,0.06
21,-0.31037901075797547,0.06
22,-0.31037901075797547,0.06
23,-0.31037901075797547,0.06
24,-0.31037901075797547,0.06
25,-0.31037901075797547,0.06
26,-0.31037901075797547,0.06
27,-0.31037901075797547,0.06
28,-0.31037901075797547,0.06
29,-0.31037901075797547,0.06
30,-0.31037901075797547,0.06
31,-0.31037901075797547,0.06
32,-0.31037901075797547,0.06
33,-0.31037901075797547,0.06
34,-0.31037901075797547,0.06
35,-0.31037901075797547,0.06
36,-0.31037901075797547,0.06
37,-0.31037901075797547,0.06
38,-0.31037901075797547,0.06
39,-0.31037901075797547,0.06
40,-0.31037901075797547,0.06
41,-0.31037901075797547,0.06
42,-0.31037901075797547,0.06
43,-0.31037901075797547,0.06
44,-0.31037901075797547,0.06
45,-0.31037901075797547,0.06
46,-0.31037901075797547,0.06
47,-0.31037901075797547,0.06
48,-0.31037901075797547,0.06
49,-0.31037901075797547,0.06
50,-0.31037901075797547,0.06
51,-0.31037901075797547,0.06
52,-0.31037901075797547,0.06
53,-0.31037901075797547,0.06
54,-0.31037901075797547,0.06
55,-0.31037901075797547,0.06
56,-0.31037901075797547,0.06
57,-0.31037901075797547,0.06
58,-0.31037901075797547,0.06
59,-0.31037901075797547,0.06
60,-0.31037901075797547,0.06
61,-0.31037901075797547,0.06
62,-0.31037901075797547,0.06
63,-0.31037901075797547,0.06
64,-0.31037901075797547,0.06
65,-0.31037901075797547,0.06
66,-0.31037901075797547,0.06
67,-0.31037901075797547,0.06
68,-0.31037901075797547,0.06
69,-0.31037901075797547,0.06
70,-0.31037901075797547,0.06
71,-0.31037901075797547,0.06
72,-0.31037901075797547,0.06
73,-0.31037901075797547,0.06
74,-0.31037901075797547,0.06
75,-0.31037901075797547,0.06
76,-0.31037901075797547,0.06
77,-0.31037901075797547,0.06
78,-0.31037901075797547,0.06
79,-0.31037901075797547,0.06
80,-0.31037901075797547,0.06
81,-0.31037901075797547,0.06
82,-0.31037901075797547,0.06
83,-0.31037901075797547,0.06
84,-0.31037901075797547,0.06
85,-0.31037901075797547,0.06
86,-0.31037901075797547,0.06
87,-0.31037901075797547,0.06
88,-0.049738449468471196,0.06
89,-0.049738449468471196,0.06
90,-0.049738449468471196,0.06
91,-0.049738449468471196,0.06
92,-0.049738449468471196,0.06
93,-0.049738449468471196,0.06
94,-0.049738449468471196,0.06
95,-0.049738449468471196,0.06
96,-0.049738449468471196,0.06
97,-0.049738449468471196,0.06
98,-0.049738449468471196,0.06
99,-0.049738449468471196,0.06
100,-0.049738449468471196,0.06
101,-0.049738449468471196,0.06
102,-0.049738449468471196,0.06
103,-0.049738449468471196,0.06
104,-0.049738449468471196,0.06
105,-0.049738449468471196,0.06
106,-0.049738449468471196,0.06
107,-0.049738449468471196,0.06
108,-0.049738449468471196,0.06
109,-0.049738449468471196,0.06
110,-0.049738449468471196,0.06
111,-0.049738449468471196,0.06
112,-0.049738449468471196,0.06
113,-0.049738449468471196,0.06
114,-0.049738449468471196,0.06
115,-0.049738449468471196,0.06
116,-0.049738449468471196,0.06
117,-0.049738449468471196,0.06
118,-0.049738449468471196,0.06
119,-0.049738449468471196,0.06
120,-0.049738449468471196,0.06
121,-0.049738449468471196,0.06
122,-0.049738449468471196,0.06
123,-0.049738449468471196,0.06
124,-0.049738449468471196,0.06
125,-0.049738449468471196,0.06
126,-0.049738449468471196,0.06
127,-0.049738449468471196,0.06
128,-0.049738449468471196,0.06
129,-0.049738449468471196,0.06
130,0.06212535390093277,0.06
131,0.06212535390093277,0.06
132,0.06212535390093277,0.06
133,0.06212535390093277,0.06
134,0.06212535390093277,0.06
135,0.06212535390093277,0.06
136,0.06212535390093277,0.06
137,0.06212535390093277,0.06
138,0.20230123189650898,0.06
139,0.20230123189650898,0.06
140,0.20230123189650898,0.06
141,0.20230123189650898,0.06
142,0.20230123189650898,0.06
143,0.20230123189650898,0.06
144,0.20230123189650898,0.06
145,0.20230123189650898,0.06
146,0.20230123189650898,0.06
147,0.20230123189650898,0.06
148,0.4656667607759989,0.06
149,0.4656667607759989,0.06
150,0.4656667607759989,0.06
151,0.4656667607759989,0.06
152,0.4656667607759989,0.06
153,0.4656667607759989,0.06
154,0.4656667607759989,0.06
155,0.4656667607759989,0.06
156,0.4656667607759989,0.06
157,0.4656667607759989,0.06
158,0.4656667607759989,0.06
159,0.4656667607759989,0.06
160,0.4656667607759989,0.06
161,0.4656667607759989,0.06
162,0.4656667607759989,0.06
163,0.4656667607759989,0.06
164,0.4656667607759989,0.06
165,0.4656667607759989,0.06
166,0.7459719694791297,0.06
1,-0.20872232772200644,0.1
2,-0.20872232772200644,0.1
3,-0.20872232772200644,0.1
4,-0.20872232772200644,0.1
5,-0.20872232772200644,0.1
6,-0.20872232772200644,0.1
7,-0.20872232772200644,0.1
8,-0.20872232772200644,0.1
9,-0.20872232772200644,0.1
10,-0.20872232772200644,0.1
11,-0.20872232772200644,0.1
12,-0.20872232772200644,0.1
13,-0.20872232772200644,0.1
14,-0.20872232772200644,0.1
15,-0.20872232772200644,0.1
16,-0.20872232772200644,0.1
17,-0.20872232772200644,0.1
18,-0.20872232772200644,0.1
19,-0.20872232772200644,0.1
20,-0.20872232772200644,0.1
21,-0.20872232772200644,0.1
22,-0.20872232772200644,0.1
23,-0.20872232772200644,0.1
24,-0.20872232772200644,0.1
25,-0.20872232772200644,0.1
26,-0.20872232772200644,0.1
27,-0.20872232772200644,0.1
28,-0.20872232772200644,0.1
29,-0.20872232772200644,0.1
30,-0.20872232772200644,0.1
31,-0.20872232772200644,0.1
32,-0.20872232772200644,0.1
33,-0.20872232772200644,0.1
34,-0.20872232772200644,0.1
35,-0.20872232772200644,0.1
36,-0.20872232772200644,0.1
37,-0.20872232772200644,0.1
38,-0.20872232772200644,0.1
39,-0.20872232772200644,0.1
40,-0.20872232772200644,0.1
41,-0.20872232772200644,0.1
42,-0.20872232772200644,0.1
43,-0.20872232772200644,0.1
44,-0.20872232772200644,0.1
45,-0.20872232772200644,0.1
46,-0.20872232772200644,0.1
47,-0.20872232772200644,0.1
48,-0.20872232772200644,0.1
49,-0.20872232772200644,0.1
50,-0.20872232772200644,0.1
51,-0.20872232772200644,0.1
52,-0.20872232772200644,0.1
53,-0.20872232772200644,0.1
54,-0.20872232772200644,0.1
55,-0.20872232772200644,0.1
56,-0.20872232772200644,0.1
57,-0.20872232772200644,0.1
58,-0.20872232772200644,0.1
59,-0.20872232772200644,0.1
60,-0.20872232772200644,0.1
61,-0.20872232772200644,0.1
62,-0.20872232772200644,0.1
63,-0.20872232772200644,0.1
64,-0.20872232772200644,0.1
65,-0.20872232772200644,0.1
66,-0.20872232772200644,0.1
67,-0.20872232772200644,0.1
68,-0.20872232772200644,0.1
69,-0.20872232772200644,0.1
70,-0.20872232772200644,0.1
71,-0.20872232772200644,0.1
72,-0.20872232772200644,0.1
73,-0.20872232772200644,0.1
74,-0.20872232772200644,0.1
75,-0.20872232772200644,0.1
76,-0.20872232772200644,0.1
77,-0.20872232772200644,0.1
78,-0.20872232772200644,0.1
79,-0.20872232772200644,0.1
80,-0.20872232772200644,0.1
81,-0.20872232772200644,0.1
82,-0.20872232772200644,0.1
83,-0.20872232772200644,0.1
84,-0.20872232772200644,0.1
85,-0.20872232772200644,0.1
86,-0.20872232772200644,0.1
87,-0.20872232772200644,0.1
88,-0.20872232772200644,0.1
89,-0.20872232772200644,0.1
90,-0.20872232772200644,0.1
91,-0.20872232772200644,0.1
92,-0.20872232772200644,0.1
93,-0.20872232772200644,0.1
94,-0.20872232772200644,0.1
95,-0.20872232772200644,0.1
96,-0.20872232772200644,0.1
97,-0.20872232772200644,0.1
98,-0.20872232772200644,0.1
99,-0.20872232772200644,0.1
100,-0.20872232772200644,0.1
101,-0.20872232772200644,0.1
102,-0.20872232772200644,0.1
103,-0.20872232772200644,0.1
104,-0.20872232772200644,0.1
105,-0.20872232772200644,0.1
106,-0.20872232772200644,0.1
107,-0.20872232772200644,0.1
108,-0.20872232772200644,0.1
109,-0.20872232772200644,0.1
110,-0.20872232772200644,0.1
111,-0.20872232772200644,0.1
112,-0.20872232772200644,0.1
113,-0.20872232772200644,0.1
114,-0.20872232772200644,0.1
115,-0.20872232772200644,0.1
116,-0.20872232772200644,0.1
117,-0.20872232772200644,0.1
118,-0.20872232772200644,0.1
119,-0.20872232772200644,0.1
120,-0.20872232772200644,0.1
121,-0.20872232772200644,0.1
122,-0.20872232772200644,0.1
123,-0.20872232772200644,0.1
124,-0.20872232772200644,0.1
125,-0.20872232772200644,0.1
126,-0.20872232772200644,0.1
127,-0.20872232772200644,0.1
128,-0.20872232772200644,0.1
129,-0.20872232772200644,0.1
130,-0.20872232772200644,0.1
131,-0.20872232772200644,0.1
132,-0.20872232772200644,0.1
133,-0.20872232772200644,0.1
134,-0.20872232772200644,0.1
135,-0.20872232772200644,0.1
136,-0.20872232772200644,0.1
137,-0.20872232772200644,0.1
138,0.20229852347386076,0.1
139,0.20229852347386076,0.1
140,0.20229852347386076,0.1
141,0.20229852347386076,0.1
142,0.20229852347386076,0.1
143,0.20229852347386076,0.1
144,0.20229852347386076,0.1
145,0.20229852347386076,0.1
146,0.20229852347386076,0.1
147,0.20229852347386076,0.1
148,0.4656667607609527,0.1
149,0.4656667607609527,0.1
150,0.4656667607609527,0.1
151,0.4656667607609527,0.1
152,0.4656667607609527,0.1
153,0.4656667607609527,0.1
154,0.4656667607609527,0.1
155,0.4656667607609527,0.1
156,0.4656667607609527,0.1
157,0.4656667607609527,0.1
158,0.4656667607609527,0.1
159,0.4656667607609527,0.1
160,0.4656667607609527,0.1
161,0.4656667607609527,0.1
162,0.4656667607609527,0.1
163,0.4656667607609527,0.1
164,0.4656667607609527,0.1
165,0.4656667607609527,0.1
166,0.7459719694791281,0.1
