beta_cart,X_cart,beta_kron,X_kron
-1.0656774358011571,-0.4600077209547585,1.5798171034924577,1.5798171046113918
0.9138823149379508,1.5934091203231902,-0.8815824788802064,-0.8815827792982669
-0.05685788426051701,1.2284299323147454,0.09202097022571509,0.03429499412047207
-0.06227539110057519,0.13951105746253425,0.09329094170001434,0.15101691780374799
-0.061543716451851,0.28657766185635364,3.816305280036377,4.520066073262372
-0.059089938704404585,0.7797869890932492,3.800822543129429,3.097061802176721
-0.06938289723980416,-1.2890976765232827,0.5987143513282469,0.160468988041158
-0.06882045597590129,-1.1760469824788677,0.6150823197494919,1.6648340856480757
-0.065516660280922,-0.5119840477874718,0.5968084798902074,-0.014697923221560705
-1.0683555550729955,-0.9983096945948535,1.3189518209687021,1.3189521287548422
-1.0719813883800755,-1.7271021893180418,-0.3737839663795669,-0.5529294188363344
-1.0700764566062642,-1.3442109027815219,-0.3737212757311577,-0.5471675783115798
-1.0667369876116972,-0.6729776348732419,-0.3726264575403804,-0.44654383369324546
-1.0648802216684325,-0.29976768027689377,-0.3625489465874851,0.4796710366276841
-1.0732324454895033,-1.9785646683130746,-0.3763861857819334,-0.7920970384245594
-0.06075357806369916,0.44539547787483935,1.3239961208753626,-0.12575753881535426
-0.060791542993580625,0.43776452696873847,1.3419205250481758,1.5216581537950407
-0.06013894483727002,0.5689367563871778,1.3367350347462104,1.045064454223456
-0.055675357588512775,1.4661177933878144,1.3348248862681837,0.8695044441066682
-0.06459708707161241,-0.32714983271621434,1.3317555263574228,0.5874023650358141
-0.06549747168124449,-0.5081271392522957,1.3704283734964076,4.141788588446151
-0.5394438006073368,-0.07572441217672221,1.2383892827033773,1.2383892838292332
-0.6574962047811049,-0.4766713304802183,2.4433044117755363,2.44330476609662
1.092241672999159,2.8058528816624233,-0.1466551264141229,0.372951057284475
1.093917427638399,3.0604621981142843,-0.15808646245548727,-0.677692646153647
1.0830253548395552,0.23800336331191652,-0.5489606494095269,-0.20685916356813824
1.0903136659180626,1.608739571756137,-0.5564868819543891,-0.8985883539928659
1.07795856358721,-1.1331489478321752,-0.1934976885152857,0.24895623552462443
1.0755936842423381,-1.826238812048421,-0.20749392113411783,-1.0374247806514512
1.0931469885633598,3.0019168961671956,-0.1941024353975498,0.19337449934129033
-0.5423310022906392,-0.3779471735747215,0.8224496808430624,0.822449454138189
-0.5432202076339063,-0.86403178158437,0.005789089587931635,-0.7649634057944696
-0.5429832881019766,-0.7216009131292679,0.013236506421550298,-0.08047809498236749
-0.5446617785015072,-1.2636183035641348,0.018112645476216598,0.3676834126740941
-0.5436844552618009,-0.7858866354148392,0.014318041943296793,0.01892485161174995
-0.544015301377866,-0.8876304162887569,0.01988055175179479,0.530170071284407
1.0807251519477976,-0.13167824080257448,-1.2329795363446288,-0.9561718189179667
1.0787150013180113,-0.663759356644819,-1.2377004716464608,-1.3900686907499815
1.0796427760426217,-0.8397794862608323,-1.2321531033411097,-0.8802151128672588
1.0789653403568467,-0.8188964916565621,-1.242984950398059,-1.8757603287377567
1.078682086063832,-0.8824254397897874,-1.2326494715449865,-0.9258358632417473
1.079414918601524,-0.6498884959605994,-1.2376789941426882,-1.3880947129032526
-0.5392722757661103,-0.13018850152956774,-0.6359272131156133,-0.6359272131355913
-0.6591521372352332,-0.39857458040381133,1.1311160260034747,1.1311163151620838
1.09180612629623,2.154929288290725,-0.5482807793832302,-0.8172583757332461
1.0942388720446732,2.713092039533259,-0.5423632722635221,-0.2733856759127928
1.0885080365670785,1.9602893705516835,-0.6544378272732921,-0.18631394957629288
1.093298994008217,2.3295867704109625,-0.66473655250665,-1.1328604229031898
1.0819002830958957,-0.02878879034624579,-0.7674631638320208,-0.5376752835500314
1.0793647380911189,-0.7903155841844518,-0.7745981170497449,-1.1934423474724092
1.0924734641158966,2.2555642272374774,-0.7679112106643361,-0.5788548605932086
-0.543169027917812,-0.8372410007556608,-0.42482750603584724,-0.4248277236625977
-0.5425442124060917,-0.7162032459154212,-0.3601009831936259,-0.8775525388513762
-0.5420857346502512,-0.4849275296720641,-0.3495000538084306,0.09676924373037099
-0.5420442691583507,-0.33724260764305186,-0.35847714690832644,-0.7283072220863601
-0.5435672990552579,-0.8621525472757734,-0.3494992059817836,0.0968471667056976
-0.5433434205471958,-0.7414517538746346,-0.3544676905136613,-0.3598017298152134
1.0819071852968458,-0.13395223333135586,-0.6054377999581321,-0.09760824495854163
1.0806500764788662,-0.36406358263912664,-0.6104469379686521,-0.5579935657436086
1.0825814541496106,-0.13763893085529688,-0.6115179276921715,-0.6564272576052461
1.0824202848340319,0.09026687819760812,-0.6120162889882778,-0.7022311912746476
1.0816795940312265,-0.1566941103616184,-0.6140671773598617,-0.8907264770629592
1.0819621170816618,-0.10473127092245739,-0.6126574184116704,-0.7611568137337427
-0.536185446479162,0.850078371638546,-0.46000772146394375,-0.4600077209547585
-0.6609075627556736,-1.0858151698348761,1.5934087130698174,1.5934091203231902
1.0852075979961036,-0.2927871848898821,0.6898943858969167,1.2284299323147454
1.0873596220166692,0.15280615347367946,0.6780466038757731,0.13951105746253425
1.0808035949300996,-0.9308983507069317,0.5304991799151217,0.28657766185635364
1.0920024744210122,2.007975791111832,0.5358654534949581,0.7797869890932492
1.0825686749379315,0.4375297134800633,-0.9956046586989842,-1.2890976765232827
1.0836406979914202,1.1226377110064507,-0.9943746313650604,-1.1760469824788677
1.0861394575133319,-0.08607904522100782,-0.9871494164476368,-0.5119840477874718
-0.5422346693482526,-0.7201148852604765,-0.9983093320952259,-0.9983096945948535
-0.5400275805363121,0.035414462968099705,-1.21021042447807,-1.7271021893180418
-0.5414343698663519,-0.4812819222265403,-1.2060444460885411,-1.3442109027815219
-0.541763203855375,-0.48208709204797484,-1.1987412156760588,-0.6729776348732419
-0.5425048729335804,-0.693671343381234,-1.1946805732423285,-0.29976768027689377
-0.5428617880006006,-0.8058687735881367,-1.2129464158421337,-1.9785646683130746
1.0814141527598857,-0.1333649054823199,0.34822513751891443,0.44539547787483935
1.0805715729071206,-0.19725013973916575,0.34814211035772047,0.43776452696873847
1.0859332874245364,1.4047395875599262,0.349569305732204,0.5689367563871778
1.0823838718568892,0.2739586495335156,0.3593309193889864,1.4661177933878144
1.082656976602225,0.4335296757787078,0.33981960001495637,-0.32714983271621434
1.0825615545708778,0.33393653742315393,0.33785050963721464,-0.5081271392522957
1.7193348001072672,0.9616095216939147,-0.2481335254333871,-0.24813352542711498
0.5803367323057298,0.284778916516436,-0.6752367383608583,-0.675236756081925
-1.8005895052862055,-3.2223161510432066,-0.7123280302925493,-0.7837141468911929
-1.7985548065515027,-2.753127651206557,-0.7107575357273993,-0.6393714191306633
-1.788175719489428,-0.6292662260137118,0.1322382446315372,-1.4760775383996068
-1.792379834661513,-1.4810070231752919,0.167621192068416,1.775936995295058
-1.794195499782798,-1.6112535184458787,0.0580239974306577,-0.6252801820550508
-1.7809204776756133,1.2436178841899377,0.08116711191731961,1.5017824312248802
-1.7866389492221266,-0.16978489684215564,0.05742992086874778,-0.6798812187896128
1.725487356805854,2.213405961932125,-1.5353588011403998,-1.535358921446777
1.718959230344173,0.6804665901071495,-0.7585537708034487,1.112518939182018
1.7248050778030293,2.1315273325607764,-0.7841482741613766,-1.2398485967091128
1.726740562536827,2.577276334076173,-0.7848719050432812,-1.3063568532205447
1.7267712544767355,2.5169178115241864,-0.7830503973615782,-1.1389437381075163
1.7266926199401953,2.4931438323075277,-0.7850535056988817,-1.3230476043811672
-1.8005355163889476,-3.153802559506324,-0.7574832840659543,-0.6987281498969233
-1.7997558562071725,-2.890619460276,-0.7597609205188025,-0.9080636456996082
-1.7977171148382343,-2.881035240944001,-0.7585211641622907,-0.7941187660238337
-1.7986907335343234,-2.8045851638491786,-0.7572939101599869,-0.6813229663575399
-1.7981011505133155,-2.748080565175115,-0.7583769451158726,-0.7808637245757905
-1.7970982993462286,-2.484878776448011,-0.7573413192279752,-0.6856802906972158
1.7168664945049694,0.32467890528997945,0.08279332016876725,0.08279332001664544
0.5817125997511476,0.7484128903196668,-1.2853688071831813,-1.2853688564942818
-1.7986821065239633,-2.725150624380735,2.3628537783377697,2.4533114004156644
-1.7969827635904654,-2.390439800827284,2.360863710652093,2.270406088577695
-1.7869177116744959,-0.392506469222485,2.405478906242259,2.383083604291707
-1.7908882449202108,-1.1505809139096042,2.405971602633823,2.428366880433258
-1.7947701074399782,-2.109372565971702,0.8544623156587133,1.7781857061957558
-1.7805554317057704,1.122299941100411,0.8264008985646014,-0.800913628530392
-1.7866831404508678,-0.4552069565640353,0.8520408608691781,1.5556319978143351
