x1,x2,x3,x4,x5
2.5227693908723143,0.03384964880618764,-0.3293098202390709,-0.5346497056319398,-0.9556465549275783
2.5178557895202935,2.158152424464694,1.7612521457430328,1.7830215476171272,2.1991110135710663
2.5007580342929385,2.158152424464694,1.8376570405287593,1.7830639588731925,2.1991110135710663
2.4900860686878628,0.03384964880618764,1.6033741081503494,1.7830133530481744,2.1991110135710668
2.4975406067546886,2.158152424464694,1.6250941048782654,1.783015717657816,2.1991110135710668
2.514312231205169,2.158152424464694,1.8851995908642485,1.7829938435433614,2.1991110135710663
2.524650966605864,2.158152424464694,1.7304782612270746,1.783067025906181,2.1991110135710668
2.5410975842749526,2.158152424464694,1.7746652150483757,1.7830717808545522,2.1991110135710668
2.5546801823883722,4.051231178201828,2.010219622662447,1.7830527782380936,2.1991110135710668
2.560554070704132,2.158152424464694,1.6924481222727232,1.7830454996626444,2.1991110135710668
2.568800107224754,2.158152424464694,1.7613096172857792,1.782986752540229,2.1991110135710668
2.5769407511955036,0.03384964880618764,1.663283913314011,1.7830358109176025,2.199111013571066
2.5952003200953246,4.051231178201828,2.052500606044126,1.7830791451294925,2.1991110135710668
-6.3468283480927745,-7.031705445509078,-6.152782144215882,-6.121996727875493,-6.259072769746203
-6.34094829558803,-7.031705445509078,-6.127145660797561,-6.122283780327438,-6.259072769746203
-6.324553281030509,-7.031705445509078,-6.148476722589832,-6.122332435997228,-6.259072769746203
-6.29573211067782,-7.031705445509078,-6.107839625202244,-6.122317308801111,-6.259072769746203
-6.256793388967257,-5.565804518368188,-6.036091591906237,-6.122221032224785,-6.259072769746203
-6.212766304921669,-5.565804518368188,-6.152333295487046,-6.12233269106717,-6.259072769746203
-6.157793864656437,-7.031705445509078,-6.06228082201407,-6.12215804672179,-6.259072769746203
-6.0667222953429505,-5.565804518368188,-6.075214247736371,-6.1223358047916445,-6.259072769746203
-5.9787769693737225,-5.565804518368188,-6.094860923000055,-6.1222053909263705,-6.259072769746203
-5.921042970609568,-7.031705445509078,-6.1134896625722615,-6.122200449543914,-6.259072769746203
-5.859428059057065,-7.031705445509078,-6.29418088620347,-6.122221520121042,-6.259072769746203
-5.780986268256673,-5.565804518368188,-6.106249892230778,-6.1222871454706125,-6.259072769746203
-5.698206966360885,-3.588805094456595,-4.140835021593664,-4.106924893940844,-3.9435209598675702
-5.624173583241071,-3.588805094456595,-4.074092013688078,-4.106907625871563,-3.9435209598675702
-5.553341690663864,-1.6339377178256167,-3.8309077346853453,-4.106758315534565,-3.9435209598675702
-5.501498254316443,-3.588805094456595,-4.154439807445274,-4.106968770216344,-3.9435209598675702
-5.454526916577779,-3.588805094456595,-4.09252312834804,-4.106936364891605,-3.9435209598675702
-5.407771468427637,-3.588805094456595,-4.173663962523551,-4.107352316213373,-3.9435209598675702
-5.3692115280309185,-3.588805094456595,-4.021182637754789,-4.1069548251799555,-3.9435209598675702
-5.33855065613819,-3.588805094456595,-4.182099682440332,-4.107069350527202,-3.9435209598675702
-5.308468562906007,-3.588805094456595,-4.056772258369661,-4.106937139192563,-3.9435209598675702
-5.28227567177681,-3.588805094456595,-4.110658801163982,-4.106826109227449,-3.9435209598675702
-5.266036648369473,-5.565804518368188,-4.3062944395724765,-4.10699283416718,-3.9435209598675702
-5.24967600218303,-3.588805094456595,-4.1368232836953895,-4.106909165704808,-3.9435209598675702
-1.4516962554441555,-1.6339377178256167,-2.0915191583009243,-2.028736969845045,-1.7013900912148534
-1.4529097946129086,0.03384964880618764,-1.8251853453129274,-2.0286514699621097,-1.7013900912148534
-1.469749383284643,-1.6339377178256167,-2.085929610064662,-2.0286720638885205,-1.7013900912148534
-1.4925728454223666,-1.6339377178256167,-1.9925040037486257,-2.0286789203437876,-1.7013900912148534
-1.5182873438336497,-3.588805094456595,-2.2306466250147965,-2.0288384995773323,-1.7013900912148534
-1.5424167647482758,-1.6339377178256167,-2.027160329312638,-2.028689956288558,-1.7013900912148534
-1.5645610269696186,0.03384964880618764,-1.8338600101701106,-2.028670224620297,-1.7013900912148534
-1.5991490443113878,-1.6339377178256167,-1.9494530480447212,-2.028729357998714,-1.7013900912148534
-1.6466262314475546,-1.6339377178256167,-1.9622650459206454,-2.0286622179477902,-1.7013900912148534
-1.6690822380594252,-1.6339377178256167,-2.1918190438374032,-2.028725261099449,-1.7013900912148534
-1.6743800608000121,0.03384964880618764,-2.0054904204274946,-2.028689542786863,-1.7013900912148534
-1.6690569637711643,-3.588805094456595,-2.1478058282077344,-2.0287533509419893,-1.7013900912148534
0.6411863240484279,0.03384964880618764,0.029652107886558744,-0.00397363083283767,0.4999375370767268
0.646969257900945,0.03384964880618764,0.0431373953575656,-0.004260790076176337,0.4999375370767268
0.6560740315892286,0.03384964880618764,0.009430513623435591,-0.0042800816989317335,0.4999375370767268
0.6736559072353159,0.03384964880618764,-0.07477442475868712,-0.004398839282906359,0.4999375370767268
0.7003540823570216,0.03384964880618764,-0.008662981332460089,-0.004252821192672768,0.4999375370767268
0.7447107996805431,0.03384964880618764,-0.007529858999338778,-0.004283037599274506,0.4999375370767268
0.8265170066483147,0.03384964880618764,-0.26864171805068227,-0.004213318710010153,0.4999375370767268
0.9096534997304886,2.158152424464694,0.23618757194157614,-0.0040718177968489845,0.4999375370767268
0.9317794270495037,0.03384964880618764,0.04554051116088437,-0.003826887774972259,0.4999375370767268
0.9360007971660456,0.03384964880618764,-0.09605822635691993,-0.004215763239586745,0.4999375370767268
0.940586727426636,0.03384964880618764,0.10795659511114586,-0.0042418091560638685,0.4999375370767268
0.9350275818192297,0.03384964880618764,-0.0697089570294709,-0.004137070360134004,0.4999375370767268
2.853339910580442,2.158152424464694,2.300003688260248,2.132331976575981,1.9958157194453934
2.8243133736680703,2.158152424464694,2.0317161953848712,2.1323580730239904,1.9958157194453934
2.7967996622911637,2.158152424464694,2.203424083114667,2.1323613723149557,1.9958157194453934
2.7526184040416792,0.03384964880618764,1.8781664577582815,2.1321169935549062,1.9958157194453934
2.7499280613345856,2.158152424464694,2.1694711960817683,2.132258815277539,1.9958157194453934
2.7277352987597783,0.03384964880618764,1.9376574209599466,2.1321724628856056,1.9958157194453934
2.7433249432536653,2.158152424464694,2.161909061165712,2.13234281129063,1.9958157194453934
2.7479591654959306,4.051231178201828,2.2679639932628017,2.132207285118969,1.9958157194453934
-0.9789031292581092,0.03384964880618764,2.1001138809090345,2.13217851312691,1.9958157194453934
2.616319901320837,2.158152424464694,2.244693954702184,2.1323408885750688,1.9958157194453934
2.577585776739964,2.158152424464694,2.158279369212431,2.1323710105549325,1.9958157194453934
2.5526416902322087,2.158152424464694,2.138854027389685,2.1325042831911674,1.9958157194453934
2.5461479960991773,4.051231178201828,3.590638019746333,3.6915580739298055,3.246896557849205
4.88606233314079,4.051231178201828,3.8353297153371533,3.691586602520616,3.2468965578492046
2.4977072619834484,2.158152424464694,3.692281181737476,3.691552561725586,3.246896557849205
2.510571909767726,4.051231178201828,3.7695749850743945,3.691554152317028,3.2468965578492055
2.5287621831204627,2.158152424464694,3.645520807260427,3.6915394383538356,3.2468965578492055
2.5387554969918606,2.158152424464694,3.6189399822335595,3.6915886656080428,3.246896557849205
2.55390510499129,4.051231178201828,3.6658225576316132,3.6915918640979952,3.246896557849205
2.56153616070993,2.158152424464694,3.723026663699284,3.6915790816925784,3.246896557849205
2.578462484993661,4.051231178201828,3.654506077868179,3.6915741856456346,3.246896557849205
2.587176843468791,2.158152424464694,3.6882206041528627,3.691534668480327,3.246896557849205
2.594218425505569,2.158152424464694,3.5517096756376425,3.691567668360639,3.2468965578492046
2.6118488973832363,6.10465156351862,3.864891120051354,3.691596817792038,3.246896557849205
-6.3321263627227005,-5.565804518368188,-6.152782144215882,-6.12200317397398,-5.989346373733676
-6.323671156646386,-5.565804518368188,-6.127145660797561,-6.122290226361571,-5.989346373733676
-6.307910651862612,-5.565804518368188,-6.148476722589832,-6.122338882020455,-5.989346373733676
-6.280725524053791,-5.565804518368188,-6.107839625202244,-6.122323754827726,-5.989346373733676
-6.2446241971786325,-5.565804518368188,-6.036091591906237,-6.122227478272985,-5.989346373733676
-6.2019628628496335,-7.031705445509078,-6.152333295487046,-6.1223391370903375,-5.989346373733676
-6.137778039544324,-5.565804518368188,-6.06228082201407,-6.122164492784111,-5.989346373733676
-6.063583285079975,-5.565804518368188,-6.075214247736371,-6.122342250814115,-5.989346373733676
-5.99098623874694,-7.031705445509078,-6.094860923000055,-6.122211836978078,-5.989346373733676
-5.921305863634331,-5.565804518368188,-6.1134896625722615,-6.12220689559673,-5.989346373733676
-5.856890897712004,-7.031705445509078,-6.29418088620347,-6.122227966169133,-5.989346373733676
-5.77940376639971,-7.031705445509078,-6.106249892230778,-6.1222935915039915,-5.989346373733676
-5.692909919339708,-3.588805094456595,-4.140835021593664,-4.1069317918053745,-4.267093702433169
-5.613090887172632,-3.588805094456595,-4.074092013688078,-4.106914523746966,-4.267093702433169
-5.545246745950552,-3.588805094456595,-3.8309077346853453,-4.10676521347148,-4.267093702433169
-5.494297863898716,-5.565804518368188,-4.154439807445274,-4.106975668071601,-4.267093702433169
-5.437419871178488,-3.588805094456595,-4.09252312834804,-4.106943262756945,-4.267093702433169
-5.38682202995161,-3.588805094456595,-4.173663962523551,-4.107359213966636,-4.267093702433169
-5.351914997019862,-3.588805094456595,-4.021182637754789,-4.1069617230365,-4.267093702433169
-5.32904513350142,-3.588805094456595,-4.182099682440332,-4.107076248350776,-4.267093702433169
-5.301563257446181,-3.588805094456595,-4.056772258369661,-4.106944037055914,-4.267093702433169
-5.283124490274908,-3.588805094456595,-4.110658801163982,-4.106833007131086,-4.267093702433169
-5.2693758979774055,-5.565804518368188,-4.3062944395724765,-4.106999732012852,-4.267093702433169
-5.256509620003509,-3.588805094456595,-4.1368232836953895,-4.10691606357292,-4.267093702433169
-1.444229228849436,-3.588805094456595,-2.0915191583009243,-2.0287451547672237,-2.355203215330901
-1.444367954087942,0.03384964880618764,-1.8251853453129274,-2.028659654907477,-2.355203215330901
-1.4599421827369221,-3.588805094456595,-2.085929610064662,-2.0286802488307774,-2.355203215330901
-1.478074158367949,-1.6339377178256167,-1.9925040037486257,-2.0286871052832613,-2.355203215330901
-1.5056704455711925,-3.588805094456595,-2.2306466250147965,-2.028846684451123,-2.355203215330901
-1.5374282062731492,-1.6339377178256167,-2.027160329312638,-2.0286981412233236,-2.355203215330901
-1.5614724045286106,-1.6339377178256167,-1.8338600101701106,-2.0286784095629122,-2.355203215330901
-1.5896514351360456,-1.6339377178256167,-1.9494530480447212,-2.02873754292656,-2.355203215330901
-1.619941484792281,-1.6339377178256167,-1.9622650459206454,-2.0286704028914304,-2.355203215330901
-1.6449985993603662,-3.588805094456595,-2.1918190438374032,-2.0287334460265414,-2.355203215330901
-1.6493503838808847,-3.588805094456595,-2.0054904204274946,-2.0286977277240474,-2.355203215330901
-1.6462972001438654,-1.6339377178256167,-2.1478058282077344,-2.0287615358582345,-2.355203215330901
0.6406939580967803,0.03384964880618764,0.029652107886558744,-0.003981665410165171,-0.5112758102032163
0.6438542541338339,0.03384964880618764,0.0431373953575656,-0.004268824435111869,-0.5112758102032163
0.6510585518423642,0.03384964880618764,0.009430513623435591,-0.0042881160493439185,-0.5112758102032163
0.6613973319656725,-1.6339377178256167,-0.07477442475868712,-0.004406873592561584,-0.5112758102032163
0.6847119559349348,0.03384964880618764,-0.008662981332460089,-0.004260855559638762,-0.5112758102032163
0.7065157247231222,0.03384964880618764,-0.007529858999338778,-0.004291071946233148,-0.5112758102032163
-3.8800918331958396,-3.588805094456595,-0.26864171805068227,-0.004221353101478173,-0.5112758102032163
0.9589926924359373,0.03384964880618764,0.23618757194157614,-0.004079852294690166,-0.5112758102032163
0.9575563759057175,0.03384964880618764,0.04554051116088437,-0.0038349224781411184,-0.5112758102032163
0.9530338750017389,0.03384964880618764,-0.09605822635691993,-0.004223797625017396,-0.5112758102032163
0.9501514150319508,0.03384964880618764,0.10795659511114586,-0.004249843528604237,-0.5112758102032163
0.9438985310026005,0.03384964880618764,-0.0697089570294709,-0.004145104806131971,-0.5112758102032163
2.8873327692362345,4.051231178201828,2.300003688260248,2.13232204003664,2.273305097103131
0.3818916907991532,0.03384964880618764,2.0317161953848712,2.1323481365063053,2.273305097103131
2.8153935443594333,2.158152424464694,2.203424083114667,2.1323514357755626,2.273305097103131
2.7900414692586626,0.03384964880618764,1.8781664577582815,2.132107057177133,2.273305097103131
2.780783556138296,2.158152424464694,2.1694711960817683,2.1322488787850506,2.273305097103131
2.762035393252248,2.158152424464694,1.9376574209599466,2.1321625264642883,2.273305097103131
2.7552757921827693,2.158152424464694,2.161909061165712,2.1323328747614085,2.273305097103131
2.7409206167989337,2.158152424464694,2.2679639932628017,2.132197348649448,2.273305097103131
2.71212030855322,4.051231178201828,2.1001138809090345,2.132168576688818,2.273305097103131
2.658305478208206,4.051231178201828,2.244693954702184,2.1323309520502933,2.273305097103131
2.6010287532706027,2.158152424464694,2.158279369212431,2.1323610740364956,2.273305097103131
2.570666862011498,2.158152424464694,2.138854027389685,2.132494346721669,2.273305097103131
2.559640131923898,2.158152424464694,3.590638019746333,3.6915506215768312,4.137806194904719
4.888714570876322,4.051231178201828,3.8353297153371533,3.6915791502131006,4.1378061949047185
4.8954452398103605,6.10465156351862,3.692281181737476,3.691545109363828,4.1378061949047185
4.896938739793055,6.10465156351862,3.7695749850743945,3.691546699957804,4.1378061949047185
2.5463744923561515,4.051231178201828,3.645520807260427,3.6915319859711655,4.1378061949047185
2.5513062829894357,4.051231178201828,3.6189399822335595,3.6915812133038157,4.1378061949047185
2.550849902112122,2.158152424464694,3.6658225576316132,3.691584411798864,4.1378061949047185
7.728045857967791,6.10465156351862,3.723026663699284,3.6915716293730796,4.1378061949047185
2.595675806524313,4.051231178201828,3.654506077868179,3.6915667333183326,4.1378061949047185
2.6039885736922814,4.051231178201828,3.6882206041528627,3.691527216090057,4.1378061949047185
2.6106390246211015,4.051231178201828,3.5517096756376425,3.6915602160229524,4.137806194904718
2.6189070065073117,4.051231178201828,3.864891120051354,3.6915893655008007,4.1378061949047185
-3.7588087192067556,-3.588805094456595,-3.6457061442032255,-3.6256576866685553,-3.3628877470310474
-3.756747214165655,-3.588805094456595,-3.673467971111612,-3.6258647632546666,-3.3628877470310474
-3.7550990141815515,-3.588805094456595,-3.6986133505871392,-3.625899862937412,-3.3628877470310474
-3.7497968201489593,-3.588805094456595,-3.6845212392293094,-3.625888950339008,-3.3628877470310474
-3.7449168928580825,-3.588805094456595,-3.585463960542461,-3.6258194974407223,-3.362887747031047
-3.7462719546947936,-3.588805094456595,-3.625723234076643,-3.6259000469421503,-3.362887747031047
-3.745581257621331,-3.588805094456595,-3.6335227458499584,-3.625774060368688,-3.3628877470310474
-5.198524273827214,-5.565804518368188,-3.8585507873964864,-3.6259022931498777,-3.3628877470310474
-1.8154671720833797,-1.6339377178256167,-3.429755739546878,-3.625808213974391,-3.3628877470310474
-1.833040082221457,-1.6339377178256167,-3.4339614049522806,-3.62580464931363,-3.3628877470310474
-1.8631278896039938,-1.6339377178256167,-3.481152062303633,-3.6258198494038933,-3.3628877470310474
-1.8913039866672923,-3.588805094456595,-3.764556220308229,-3.6258671908331634,-3.362887747031047
-1.8926190028092968,-1.6339377178256167,-2.206679968258795,-2.171996759481383,-1.740196357660105
-1.8871444135866111,-1.6339377178256167,-2.012737107697539,-2.171981079941413,-1.740196357660105
-1.8826097666197146,0.03384964880618764,-2.116894253057106,-2.1718604633119702,-1.740196357660105
-1.880208716621129,-1.6339377178256167,-2.134381226604194,-2.172028151519626,-1.740196357660105
