l0pen,l0pen2,genlasso,genlasso2,y
-4.888437948721304,-4.888437948721304,-4.377324211041283,-4.0550427255175014,-4.702712015464538
-4.888437948721304,-4.888437948721304,-4.377324211041282,-4.055042725517501,-4.6176040322093925
-4.888437948721304,-4.888437948721304,-4.3773242110412856,-4.055042725517502,-5.597634476728231
-4.888437948721304,-4.888437948721304,-4.37732421104124,-3.956366714220505,-5.010445244637376
2.8689411878875934,-0.05170807308984048,-0.21835615035565126,0.21505167602810715,-0.839026854388764
2.8689411878875934,-0.05170807308984048,0.5551488460017863,0.6037203312086875,0.31111133849833383
2.8689411878875934,-0.05170807308984048,0.5551488460017882,0.6037203312086867,2.2950878238373105
2.8689411878875934,-0.05170807308984048,-0.40507423670119236,0.6037203312086845,-2.2670863488005306
2.8689411878875934,-0.05170807308984048,0.9658340124699324,1.2258787083001879,0.5299655761667461
2.8689411878875934,-0.05170807308984048,0.9658340124699349,1.2258787083001899,0.43142152642291204
2.8689411878875934,-0.05170807308984048,0.9658340124699388,1.2258787083001939,0.5837082875687786
2.8689411878875934,-0.05170807308984048,0.9658340124699377,1.2258787083001927,0.9632716050381906
2.8689411878875934,-0.05170807308984048,0.9658340124699385,1.2258787083001932,0.45879095505371686
2.8689411878875934,-0.05170807308984048,0.5637002444847315,0.9192383566867844,-0.5223367574215084
2.8689411878875934,-0.05170807308984048,0.5637002444847378,0.9192383566867909,0.40839583832475224
2.8689411878875934,-0.05170807308984048,0.4744091769763967,0.6911130901682758,-0.050451229933665284
2.8689411878875934,-0.05170807308984048,-0.359289998203686,-0.1425860850118068,-0.6936536438038856
-6.007395049461313,-6.007395049461313,-5.549110898708853,-5.187556192470423,-6.773833253408055
-6.007395049461313,-6.007395049461313,-5.549110898708849,-5.187556192470421,-4.879234035062561
-6.007395049461313,-6.007395049461313,-5.549110898708845,-5.187556192470415,-5.757633037720527
-6.007395049461313,-6.007395049461313,-5.549110898708843,-5.1875561924704146,-6.7297561813906865
-4.888437948721304,-4.888437948721304,-4.377324211041283,-4.055042725517501,-4.204051377995384
-4.888437948721304,-4.888437948721304,-4.377324211041291,-4.055042725517508,-4.329938018743937
-4.888437948721304,-4.888437948721304,-4.377324211041296,-4.055042725517515,-4.449147622499239
2.8689411878875934,-0.05170807308984048,-0.06337459242956062,-0.06337459242956062,-0.06337459242956062
2.8689411878875934,-0.05170807308984048,0.5551488460017686,0.6037203312086696,1.3369427822509223
2.8689411878875934,-0.05170807308984048,0.5551488460017866,0.6037203312086847,-0.07314863333773934
2.8689411878875934,-0.05170807308984048,0.5551488460017836,0.6037203312086828,-0.7454643166407556
2.8689411878875934,4.982563545346671,3.7799448714653474,3.7799448714653474,3.7799448714653474
2.8689411878875934,4.982563545346671,4.270172448301622,4.222105352080717,4.946822662472307
2.8689411878875934,4.982563545346671,4.270172448301626,4.222105352080721,4.834863642197166
2.8689411878875934,4.982563545346671,4.125971159638914,4.222105352080725,2.884629751572689
2.8689411878875934,4.982563545346671,4.933232013493411,4.8135373982775205,4.933232013493411
2.8689411878875934,4.982563545346671,5.039366586434358,4.813537398277522,6.222461848468062
2.8689411878875934,4.982563545346671,5.039366586434356,4.81353739827752,5.567695459738443
2.8689411878875934,-0.05170807308984048,0.7634989283233873,0.919238356686798,0.7634989283233873
2.8689411878875934,-0.05170807308984048,0.47440917697640084,0.6911130901682802,0.37859887985335006
2.8689411878875934,-0.05170807308984048,-0.3592899982036839,-0.1425860850118047,-0.645597056636597
2.8689411878875934,-0.05170807308984048,-0.6646462443910314,-0.6646462443910314,-0.6646462443910314
-6.007395049461313,-6.007395049461313,-5.549110898708847,-5.187556192470418,-6.803026324210894
-6.007395049461313,-6.007395049461313,-5.549110898708838,-5.187556192470409,-6.2890476038497445
-6.007395049461313,-6.007395049461313,-5.549110898708835,-5.1875561924704074,-5.335270079518118
-4.888437948721304,-4.888437948721304,-4.377324211041294,-4.055042725517512,-4.929532398638842
-4.888437948721304,-4.888437948721304,-4.377324211041298,-4.055042725517515,-4.658206232620177
2.8689411878875934,-0.05170807308984048,0.2761994071160587,0.045979199621172695,1.7351656660543822
2.8689411878875934,-0.05170807308984048,0.2761994071160645,0.04597919962117292,1.299915964310192
2.8689411878875934,-0.05170807308984048,0.5551488460017752,0.6037203312086751,0.20636408140261675
2.8689411878875934,4.982563545346671,3.9911400444623966,3.9911400444623966,3.9911400444623966
2.8689411878875934,4.982563545346671,4.149944329684602,4.149944329684602,4.149944329684602
2.8689411878875934,4.982563545346671,4.789262865136441,4.7892628651364415,6.129409435884327
2.8689411878875934,4.982563545346671,4.789262865136441,4.7892628651364415,3.651466543508173
2.8689411878875934,4.982563545346671,5.234230871033654,4.951402518421669,6.240290900429059
2.8689411878875934,4.982563545346671,5.234230871033656,4.951402518421671,4.944352906792676
2.8689411878875934,4.982563545346671,5.2342308710336605,4.951402518421677,5.75939021394546
2.8689411878875934,4.982563545346671,5.039366586434357,4.9514025184216734,4.969733113353238
2.8689411878875934,4.982563545346671,5.039366586434352,4.813537398277518,4.638917332243906
2.8689411878875934,4.982563545346671,3.711918835060397,3.7119188350603984,2.9926967974674374
2.8689411878875934,4.982563545346671,3.7119188350604024,3.711918835060401,4.431140872653362
