bgsm,genlasso,l0pen,l0pen2,y
-0.0007430931221283425,0.18993412514473829,-0.013694443434256525,-0.07247426271264931,-0.10914856865094864
-0.0007430931221283425,0.1899341251447381,-0.013694443434256525,-0.07247426271264931,-0.8609223749653988
-0.0007430931221283425,0.18993412514473834,-0.013694443434256525,-0.07247426271264931,0.3018578394019395
-0.0007430931221283425,0.18993412514473818,-0.013694443434256525,-0.07247426271264931,-0.10589875949815254
-0.0007430931221283425,-0.23543676034320282,-0.013694443434256525,-0.07247426271264931,1.0066579706268775
-0.0007430931221283425,-0.23543676034320302,-0.013694443434256525,-0.07247426271264931,0.38176554785664657
-0.0007430931221283425,-0.23543676034320313,-0.013694443434256525,-0.07247426271264931,-0.0490675872741248
-0.0007430931221283425,-0.23543676034320288,-0.013694443434256525,-0.07247426271264931,0.07123449210123979
-0.0007430931221283425,-0.03231472242038998,-0.013694443434256525,-0.07247426271264931,-1.446755206003992
-0.0007430931221283425,0.09571185691668715,-0.013694443434256525,-0.07247426271264931,0.135629246049906
-0.0007430931221283425,0.09571185691668727,-0.013694443434256525,-0.07247426271264931,0.24762417224035202
-0.0007430931221283425,0.09571185691668721,-0.013694443434256525,-0.07247426271264931,-0.12452985767103382
-0.0007430931221283425,0.0957118569166873,-0.013694443434256525,-0.07247426271264931,-0.3380083661638737
-0.0007430931221283425,0.09571185691668721,-0.013694443434256525,-0.07247426271264931,0.13562765689417539
-0.0007430931221283425,0.09571185691668721,-0.013694443434256525,-0.07247426271264931,0.651510555899952
-0.0007430931221283425,0.0957118569166873,-0.013694443434256525,-0.07247426271264931,0.888537337873752
-0.0007430931221283425,0.09571185691668727,-0.013694443434256525,-0.07247426271264931,-0.7596922542149305
-0.0007430931221283425,0.09571185691668727,-0.013694443434256525,-0.07247426271264931,1.1342007043779567
-0.0007430931221283425,0.09571185691668715,-0.013694443434256525,-0.07247426271264931,-1.4303049035499595
-0.0007430931221283425,0.09571185691668702,-0.013694443434256525,-0.07247426271264931,-0.3027670854721899
-0.0007430931221283425,0.09571185691668727,-0.013694443434256525,-0.07247426271264931,-0.14849429232349454
-0.0007430931221283425,0.3624408241620831,-0.013694443434256525,-0.07247426271264931,-0.7442935200241335
-0.0007430931221283425,0.36244082416208334,-0.013694443434256525,-0.07247426271264931,-1.1294690579637299
-0.0007430931221283425,0.5691194045846104,-0.013694443434256525,-0.07247426271264931,0.65097902804468
-0.0007430931221283425,0.07054616117077099,-0.013694443434256525,-0.07247426271264931,0.10818045566984692
-0.0007430931221283425,-0.4163036463685751,-0.013694443434256525,-0.07247426271264931,-0.6292528269346376
-0.0007430931221283425,-0.416303646368575,-0.013694443434256525,-0.07247426271264931,0.8678058449518342
-0.0007430931221283425,-0.4163036463685752,-0.013694443434256525,-0.07247426271264931,0.9273228478699542
-0.0007430931221283425,0.1427025225687666,-0.013694443434256525,-0.07247426271264931,0.1132835884767989
-0.0007430931221283425,0.14270252256876664,-0.013694443434256525,-0.07247426271264931,0.12728902866842626
-0.0007430931221283425,0.1427025225687666,-0.013694443434256525,-0.07247426271264931,-0.0979409978115099
-0.0007430931221283425,-0.07535908317292206,-0.013694443434256525,-0.07247426271264931,-0.16197017406756975
-0.0007430931221283425,-0.07535908317292189,-0.013694443434256525,-0.07247426271264931,0.10958961232047028
-0.0007430931221283425,-0.07535908317292192,-0.013694443434256525,-0.07247426271264931,-0.19634427151421646
-0.0007430931221283425,-0.07535908317292184,-0.013694443434256525,-0.07247426271264931,-0.15742157479999108
